age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,target
34,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,363,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
32,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,thu,39,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
32,technician,single,university.degree,no,no,yes,telephone,nov,thu,197,7,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
36,technician,married,professional.course,no,yes,no,cellular,may,thu,258,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
28,blue-collar,single,high.school,no,yes,no,cellular,may,wed,516,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1
36,admin.,married,university.degree,no,no,no,cellular,jul,thu,561,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31,services,single,basic.9y,no,no,no,telephone,may,tue,674,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
56,services,married,high.school,unknown,no,yes,telephone,may,fri,90,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
32,management,single,university.degree,no,no,no,cellular,aug,thu,159,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
31,student,single,unknown,no,yes,no,cellular,aug,thu,375,2,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1
30,admin.,married,university.degree,no,yes,no,cellular,oct,wed,133,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0
58,services,married,basic.6y,no,yes,no,cellular,may,fri,44,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
46,technician,married,university.degree,unknown,no,yes,telephone,jun,thu,993,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1
59,housemaid,married,basic.4y,unknown,unknown,unknown,cellular,jul,tue,202,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
21,blue-collar,single,basic.9y,no,no,no,cellular,may,mon,37,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
50,technician,married,professional.course,unknown,yes,no,telephone,jun,thu,87,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
26,admin.,married,university.degree,no,no,no,telephone,may,wed,239,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
59,management,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,437,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
35,admin.,married,university.degree,no,no,no,cellular,apr,thu,250,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
29,technician,single,university.degree,no,yes,yes,telephone,jun,fri,1149,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1
42,blue-collar,married,professional.course,no,yes,no,cellular,oct,wed,307,1,7,1,success,-3.4,92.431,-26.9,0.735,5017.5,1
41,admin.,single,basic.9y,unknown,no,no,cellular,may,wed,195,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
39,blue-collar,married,basic.6y,unknown,no,no,cellular,may,mon,1232,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1
35,admin.,single,basic.4y,unknown,no,no,telephone,may,fri,283,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
43,admin.,married,university.degree,no,yes,no,cellular,aug,wed,35,10,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
36,self-employed,married,professional.course,unknown,no,yes,cellular,jul,mon,216,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
35,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,105,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
37,technician,married,university.degree,no,no,no,cellular,nov,mon,119,1,999,3,failure,-1.1,94.767,-50.8,1.05,4963.6,0
36,admin.,single,unknown,no,no,no,cellular,jul,tue,209,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
22,student,single,basic.9y,no,no,no,cellular,oct,fri,221,2,6,1,success,-3.4,92.431,-26.9,0.73,5017.5,1
34,admin.,single,university.degree,no,yes,no,cellular,may,fri,266,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
26,unemployed,married,high.school,no,yes,no,telephone,may,mon,107,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
21,student,single,high.school,unknown,no,no,cellular,may,fri,885,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1
17,student,single,unknown,no,no,yes,cellular,oct,tue,896,1,2,2,success,-3.4,92.431,-26.9,0.742,5017.5,1
27,admin.,married,high.school,no,no,no,cellular,may,thu,137,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
40,unemployed,divorced,university.degree,no,yes,no,cellular,jul,wed,1373,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
35,student,married,basic.9y,no,yes,no,cellular,nov,thu,371,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
53,admin.,married,university.degree,no,no,yes,telephone,jun,thu,1603,10,999,0,nonexistent,-2.9,92.963,-40.8,1.235,5076.2,1
42,management,divorced,university.degree,no,no,no,cellular,may,mon,359,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
27,technician,married,university.degree,no,yes,yes,telephone,jun,wed,55,10,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
26,self-employed,married,high.school,no,yes,yes,cellular,may,thu,181,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
32,housemaid,married,university.degree,no,yes,no,telephone,jun,fri,1291,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
36,technician,divorced,professional.course,no,yes,no,cellular,aug,wed,79,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
28,services,single,high.school,no,yes,no,cellular,may,tue,178,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
35,technician,married,professional.course,no,yes,no,cellular,may,tue,206,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
31,blue-collar,married,professional.course,no,yes,no,cellular,jul,wed,458,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
38,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,64,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
37,admin.,married,university.degree,no,yes,no,cellular,aug,tue,148,1,999,2,failure,-2.9,92.201,-31.4,0.859,5076.2,1
29,technician,single,university.degree,no,yes,no,telephone,jul,thu,109,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
49,technician,married,professional.course,no,no,no,cellular,apr,thu,618,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
46,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,tue,332,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0
51,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,159,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
35,technician,single,professional.course,no,yes,yes,cellular,aug,thu,347,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
36,services,single,basic.6y,unknown,yes,yes,telephone,may,wed,501,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
35,self-employed,married,basic.9y,no,yes,no,cellular,aug,fri,57,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
28,admin.,single,basic.9y,no,yes,no,cellular,jul,mon,387,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
37,self-employed,married,basic.4y,no,no,no,cellular,may,thu,281,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
38,admin.,single,university.degree,no,no,yes,telephone,jun,wed,90,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
51,technician,married,professional.course,no,yes,no,telephone,may,mon,220,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
28,admin.,single,university.degree,no,yes,no,cellular,nov,thu,189,2,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0
58,retired,married,basic.4y,no,yes,no,cellular,may,wed,358,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
32,technician,single,professional.course,no,no,no,cellular,aug,wed,313,2,999,1,failure,-2.9,92.201,-31.4,0.879,5076.2,1
44,management,married,unknown,no,yes,no,cellular,aug,fri,247,2,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,0
56,unemployed,divorced,university.degree,unknown,yes,no,telephone,may,fri,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
38,technician,single,professional.course,no,yes,no,cellular,jul,tue,249,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
34,management,divorced,basic.6y,unknown,yes,no,telephone,may,thu,271,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
36,management,married,university.degree,no,no,no,cellular,nov,wed,75,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
42,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,320,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
35,management,married,professional.course,no,unknown,unknown,cellular,may,fri,154,3,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
54,retired,married,basic.4y,unknown,no,no,telephone,may,wed,1730,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
41,admin.,divorced,university.degree,no,yes,no,cellular,mar,fri,376,2,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,1
41,management,divorced,university.degree,no,no,no,cellular,nov,fri,157,4,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
31,technician,single,professional.course,no,yes,no,cellular,aug,thu,360,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
48,blue-collar,married,professional.course,no,yes,no,cellular,jul,thu,12,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
40,blue-collar,married,high.school,no,no,yes,telephone,may,tue,121,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
33,admin.,married,university.degree,no,no,no,cellular,jul,thu,180,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
44,self-employed,married,basic.9y,no,yes,no,cellular,nov,thu,104,4,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
43,management,married,high.school,no,yes,no,telephone,jun,tue,583,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
45,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,jul,fri,120,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
30,admin.,married,university.degree,no,yes,no,cellular,aug,fri,183,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
54,management,divorced,university.degree,no,yes,no,cellular,oct,thu,234,2,6,1,success,-3.4,92.431,-26.9,0.741,5017.5,1
32,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,wed,192,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
52,retired,married,professional.course,no,no,no,telephone,jun,fri,41,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
29,admin.,single,university.degree,no,yes,no,cellular,jun,wed,170,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
35,retired,single,basic.9y,unknown,yes,yes,telephone,may,mon,145,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
35,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,298,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
34,admin.,married,high.school,no,no,no,cellular,nov,tue,201,3,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
31,admin.,single,high.school,no,yes,no,cellular,may,thu,150,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
44,services,married,high.school,no,yes,no,telephone,jun,fri,40,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
26,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,334,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
57,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,tue,168,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
39,self-employed,married,university.degree,no,no,no,cellular,nov,mon,85,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
40,services,married,high.school,no,no,no,cellular,apr,thu,161,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
25,student,single,high.school,no,no,yes,telephone,jun,wed,433,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
20,student,single,unknown,no,yes,yes,cellular,apr,fri,180,2,999,0,nonexistent,-1.8,93.749,-34.6,0.663,5008.7,0
29,admin.,married,high.school,no,no,no,cellular,aug,mon,128,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
33,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,214,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
51,management,divorced,professional.course,no,no,no,cellular,nov,fri,83,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
31,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,142,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
31,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,350,7,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
32,unknown,single,professional.course,no,no,no,telephone,jul,thu,96,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
47,self-employed,married,basic.9y,no,yes,no,cellular,jul,wed,1359,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
39,admin.,married,university.degree,no,no,no,telephone,may,fri,230,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
28,technician,single,professional.course,no,yes,no,telephone,may,wed,229,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
26,blue-collar,married,professional.course,no,unknown,unknown,telephone,aug,tue,11,1,999,0,nonexistent,-1.7,94.027,-38.3,0.889,4991.6,0
45,self-employed,single,professional.course,no,no,no,cellular,nov,fri,123,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
33,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,432,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
32,admin.,married,basic.9y,no,no,no,cellular,jul,mon,77,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
53,retired,married,basic.9y,unknown,yes,no,cellular,jul,fri,817,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
41,services,married,unknown,no,no,no,cellular,jul,tue,99,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
25,blue-collar,single,basic.9y,no,no,yes,cellular,jul,fri,667,1,999,0,nonexistent,-1.7,94.215,-40.3,0.79,4991.6,1
37,technician,married,university.degree,no,yes,no,cellular,may,thu,246,1,2,4,success,-1.8,93.876,-40,0.677,5008.7,1
33,admin.,married,university.degree,unknown,yes,no,cellular,jul,tue,83,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31,services,married,high.school,no,yes,no,cellular,jul,mon,354,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
44,admin.,single,professional.course,no,yes,no,cellular,nov,thu,931,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,1
46,technician,married,professional.course,no,no,yes,telephone,jun,mon,63,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
56,management,married,university.degree,no,yes,no,telephone,jun,wed,218,5,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
21,student,single,basic.9y,no,yes,no,cellular,mar,wed,136,2,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,1
44,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,mon,65,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
40,technician,single,professional.course,no,yes,no,telephone,jun,fri,87,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
34,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,477,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
58,services,married,basic.4y,no,unknown,unknown,telephone,jun,fri,250,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
30,admin.,married,university.degree,no,no,no,cellular,jul,fri,128,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
34,admin.,married,professional.course,no,no,no,cellular,sep,tue,230,1,3,3,success,-1.1,94.199,-37.5,0.877,4963.6,1
35,management,married,university.degree,unknown,no,yes,cellular,aug,thu,137,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
44,admin.,married,high.school,no,yes,no,telephone,oct,fri,159,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,0
24,admin.,married,basic.9y,no,yes,no,cellular,may,wed,302,1,10,1,success,-1.8,92.893,-46.2,1.281,5099.1,1
43,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,171,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
33,admin.,single,high.school,no,yes,no,cellular,jul,fri,516,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1
35,admin.,married,basic.6y,no,yes,no,cellular,jul,tue,364,10,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
50,management,married,high.school,unknown,yes,no,cellular,jul,thu,90,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
36,technician,divorced,basic.9y,no,no,no,telephone,jul,wed,119,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
32,blue-collar,married,unknown,no,no,no,cellular,may,fri,76,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
58,retired,married,basic.4y,no,yes,no,cellular,jul,wed,134,23,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
58,self-employed,married,university.degree,no,no,no,cellular,aug,tue,326,4,6,3,success,-1.7,94.027,-38.3,0.895,4991.6,1
56,entrepreneur,married,university.degree,unknown,yes,no,telephone,jun,thu,215,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
32,management,single,university.degree,no,yes,no,cellular,mar,tue,106,1,999,0,nonexistent,-1.8,92.843,-50,1.687,5099.1,1
30,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,74,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
35,admin.,married,high.school,no,no,yes,telephone,may,mon,208,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
50,management,married,university.degree,unknown,yes,no,cellular,aug,mon,734,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
43,admin.,single,high.school,no,no,no,cellular,may,thu,209,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
49,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,324,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
45,retired,married,basic.6y,unknown,no,yes,cellular,may,fri,102,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
41,services,single,university.degree,no,yes,no,cellular,aug,fri,325,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1
58,admin.,married,professional.course,no,yes,no,cellular,apr,thu,98,4,999,2,failure,-1.8,93.749,-34.6,0.644,5008.7,0
36,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,65,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
35,blue-collar,married,high.school,unknown,yes,no,cellular,nov,mon,273,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
57,services,divorced,high.school,no,yes,no,telephone,may,wed,72,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
29,services,married,high.school,unknown,unknown,unknown,telephone,may,wed,159,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
54,unemployed,married,basic.9y,no,no,no,cellular,may,wed,193,1,3,1,success,-1.8,92.893,-46.2,1.27,5099.1,1
38,admin.,single,university.degree,unknown,no,no,telephone,may,fri,70,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
52,admin.,married,high.school,no,yes,no,cellular,aug,tue,163,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
30,admin.,married,high.school,no,yes,no,cellular,may,mon,27,7,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
30,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,mon,79,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
25,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,299,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
44,unknown,married,basic.6y,no,no,no,telephone,may,thu,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
32,technician,married,university.degree,no,yes,no,cellular,aug,mon,130,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
59,retired,married,basic.4y,no,no,no,cellular,may,tue,128,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
32,admin.,single,high.school,no,yes,no,telephone,jun,wed,23,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
37,services,divorced,high.school,no,no,no,cellular,may,thu,36,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
35,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,282,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
59,self-employed,married,university.degree,no,no,no,cellular,may,tue,94,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
33,admin.,married,university.degree,no,yes,yes,cellular,jul,fri,217,3,999,0,nonexistent,-1.7,94.215,-40.3,0.79,4991.6,1
45,services,married,high.school,no,yes,no,cellular,apr,tue,1063,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0
92,retired,married,unknown,no,no,yes,cellular,aug,wed,370,1,3,4,success,-1.7,94.027,-38.3,0.903,4991.6,1
31,admin.,married,high.school,no,yes,no,cellular,jul,fri,595,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
81,retired,married,basic.4y,no,yes,no,cellular,aug,mon,90,4,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,0
48,self-employed,married,university.degree,no,yes,no,cellular,nov,tue,141,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
31,admin.,single,university.degree,no,yes,no,cellular,aug,wed,86,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
28,management,married,university.degree,no,no,no,cellular,nov,wed,69,3,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,1
33,admin.,single,university.degree,no,no,no,cellular,may,wed,151,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
29,services,single,high.school,no,yes,no,cellular,nov,wed,178,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
36,technician,married,professional.course,no,no,no,telephone,may,wed,1423,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,1
34,services,married,basic.9y,no,yes,yes,telephone,may,mon,437,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
45,blue-collar,married,basic.4y,no,no,no,telephone,aug,tue,81,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
36,services,married,basic.6y,no,no,no,telephone,may,wed,80,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
56,retired,married,university.degree,no,no,no,cellular,may,wed,108,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,1
31,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,109,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
50,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,wed,296,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
39,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,29,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
45,unknown,married,unknown,no,no,no,telephone,nov,wed,169,1,999,0,nonexistent,-0.1,93.2,-42,4.663,5195.8,1
30,services,single,high.school,no,yes,yes,cellular,may,mon,405,1,999,2,failure,-1.8,92.893,-46.2,1.299,5099.1,0
26,unemployed,single,high.school,no,no,no,telephone,jul,tue,173,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0
48,blue-collar,married,professional.course,no,yes,no,telephone,may,tue,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
44,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,574,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1
53,management,married,university.degree,no,no,yes,telephone,jul,tue,128,3,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0
35,admin.,single,high.school,no,yes,yes,telephone,may,mon,19,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
54,technician,single,university.degree,no,yes,no,cellular,may,thu,333,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
32,admin.,single,university.degree,no,no,no,cellular,aug,wed,327,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
44,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,mon,229,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
39,unemployed,married,professional.course,no,yes,no,cellular,nov,mon,187,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
40,services,married,unknown,unknown,no,no,cellular,apr,mon,294,1,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,0
30,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,283,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
39,admin.,single,university.degree,no,yes,no,cellular,aug,wed,169,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
51,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,wed,173,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
29,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,419,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
33,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,150,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
54,housemaid,divorced,basic.4y,unknown,yes,no,telephone,may,fri,141,9,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
41,management,married,high.school,no,yes,no,telephone,jun,mon,440,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
70,retired,married,unknown,no,no,no,telephone,mar,mon,174,2,7,2,success,-1.8,93.369,-34.8,0.639,5008.7,0
28,admin.,single,high.school,no,yes,no,cellular,jul,mon,101,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
29,management,single,university.degree,no,no,no,cellular,nov,tue,232,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
44,blue-collar,married,high.school,no,no,no,cellular,apr,mon,271,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,0
26,admin.,single,high.school,no,no,no,cellular,apr,mon,785,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
31,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,471,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
36,technician,married,professional.course,no,no,no,telephone,may,wed,246,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
